obdobi	kod	cena
08/2000	72467	96
10/2000	72467	497
11/2000	72467	346
11/2000	72468	4
12/2000	72467	21
07/2001	72467	805
08/2001	72467	351
11/2001	72467	641
12/2001	72467	811
01/2002	72467	1
02/2002	72467	839
04/2002	72467	432
04/2002	72468	143
05/2002	72467	1
07/2002	72467	697
08/2002	72467	771
08/2002	72468	12
09/2002	72467	1
02/2003	72467	1
04/2003	72467	35
05/2003	72467	169
06/2003	72467	645
07/2003	72467	1
08/2003	72467	1
09/2003	72467	2
10/2003	72467	1
10/2003	72468	3
12/2003	72467	1
01/2004	72467	1
02/2004	72467	1
03/2004	72467	2
04/2004	72467	81
05/2004	72467	4
06/2004	72467	1
07/2004	72467	1
07/2004	72468	8
09/2004	72467	2
10/2004	72467	2
10/2004	72468	12
11/2004	72467	4
12/2004	72461	647
12/2004	72468	41
01/2005	72467	63
03/2005	72467	989
04/2005	72467	1
04/2005	72468	21
05/2005	72461	14
05/2005	72467	1
05/2005	72468	20
06/2005	72467	546
07/2005	72467	1
08/2005	72467	402
09/2005	72467	395
09/2005	72468	35
10/2005	72467	392
11/2005	72467	34
12/2005	72467	1
12/2005	72468	120
01/2006	72467	291
02/2006	72467	1
02/2006	72468	139
03/2006	72467	618
03/2006	72468	58
04/2006	72461	301
04/2006	72467	1
05/2006	72467	418
06/2006	72467	788
07/2006	72467	2
09/2006	72467	1
10/2006	72467	1
11/2006	72468	45
12/2006	72467	58
01/2007	72467	215
02/2007	72467	1
02/2007	72468	5
03/2007	72467	385
04/2007	72467	3
05/2007	72467	1
06/2007	72467	634
07/2007	72467	953
08/2007	72467	998
08/2007	72468	7
09/2007	72467	570
10/2007	72467	2
10/2007	72468	132
11/2007	72467	3
11/2007	72468	8
12/2007	72467	876
12/2007	72468	72
01/2008	72467	1
01/2008	72468	1
02/2008	72467	1
03/2008	72467	987
04/2008	72467	1
05/2008	72467	1
06/2008	72467	305
07/2008	72467	53
07/2008	72468	2
08/2008	72467	49
09/2008	72467	28
10/2008	72467	11
01/2009	72467	37
03/2009	72468	13
04/2009	72468	13
05/2009	72467	1
06/2009	72468	76
07/2009	72461	327
07/2009	72467	56
08/2009	72461	334
09/2009	72461	1
09/2009	72467	162
10/2009	72461	499
11/2009	72467	33
12/2009	72467	979
12/2009	72468	2
02/2010	72467	46
03/2010	72467	110
04/2010	72467	1
05/2010	72467	240
05/2010	72468	104
07/2010	72467	1
08/2010	72467	140
09/2010	72467	1
10/2010	72467	206
11/2010	72468	41
12/2010	72467	103
02/2011	72467	9
03/2011	72467	233
04/2011	72467	435
06/2011	72467	770
07/2011	72467	245
09/2011	72467	114
10/2011	72467	339
11/2011	72467	345
11/2011	72468	5
12/2011	72467	244
03/2012	72467	43
06/2012	72467	1
09/2012	72467	1
10/2012	72467	1
10/2012	72468	1
11/2012	72467	2
11/2012	72468	513
12/2012	72467	362
12/2012	72468	544
01/2013	72468	2
02/2013	72467	227
02/2013	72468	2
03/2013	72467	1
03/2013	72468	2
04/2013	72467	900
04/2013	72468	2
05/2013	72468	2
06/2013	72468	2
07/2013	72468	8
09/2013	72468	3
11/2013	72467	396
11/2013	72468	2
12/2013	72467	461
12/2013	72468	3
01/2014	72467	9
01/2014	72468	3
02/2014	72468	2
03/2014	72467	37
04/2014	72467	7
04/2014	72468	5
07/2014	72468	466
08/2014	72467	4
