obdobi	kod	cena
01/1999	6513	0
01/1999	6514	741
02/1999	6514	419
03/1999	6514	386
04/1999	6514	394
05/1999	6514	1
06/1999	6513	2
06/1999	6514	528
07/1999	6514	422
08/1999	6514	998
09/1999	6514	1
10/1999	6514	1
11/1999	6514	828
12/1999	6514	339
01/2000	6513	0
01/2000	6514	713
02/2000	6514	513
03/2000	6514	682
04/2000	6514	537
05/2000	6511	140
05/2000	6514	565
06/2000	6514	227
07/2000	6514	475
08/2000	6514	198
09/2000	6514	207
10/2000	6514	508
11/2000	6514	408
12/2000	6514	138
01/2001	6514	291
02/2001	6514	196
03/2001	6514	304
04/2001	6514	437
04/2001	6515	267
04/2001	6516	390
05/2001	6514	215
05/2001	6515	318
05/2001	6516	387
06/2001	6514	212
07/2001	6514	149
07/2001	6515	288
07/2001	6516	380
08/2001	6514	576
09/2001	6514	694
09/2001	6515	288
09/2001	6516	310
10/2001	6514	793
10/2001	6515	234
10/2001	6516	395
11/2001	6514	612
12/2001	6514	297
01/2002	6514	350
02/2002	6514	372
03/2002	6514	433
04/2002	6514	565
05/2002	6514	200
06/2002	6514	274
07/2002	6514	573
08/2002	6514	1
08/2002	6519	702
09/2002	6514	1
10/2002	6514	1
10/2002	6519	729
11/2002	6514	387
12/2002	6514	496
12/2002	6519	517
01/2003	6514	998
02/2003	6514	1009
02/2003	6517	7
02/2003	6519	569
03/2003	6514	338
04/2003	6514	926
04/2003	6519	1
05/2003	6514	464
06/2003	6514	185
07/2003	6514	773
08/2003	6514	1
08/2003	6519	248
09/2003	6514	875
09/2003	6519	247
10/2003	6514	566
11/2003	6514	1
11/2003	6519	495
12/2003	6514	690
01/2004	6514	894
01/2004	6519	811
02/2004	6514	943
03/2004	6514	802
03/2004	6519	1
04/2004	6514	372
04/2004	6519	608
05/2004	6514	511
05/2004	6516	1
05/2004	6519	598
06/2004	6519	1
07/2004	6514	80
07/2004	6519	744
09/2004	6519	1
10/2004	6519	1
11/2004	6519	2
01/2005	6519	842
02/2005	6519	1
03/2005	6519	10
04/2005	6513	4
04/2005	6516	1
04/2005	6519	1
06/2005	6519	2
10/2005	6517	1
12/2005	6519	1
01/2006	6519	583
02/2006	6519	2
03/2006	6519	1
04/2006	6519	746
05/2006	6517	28
06/2006	6519	564
07/2006	6513	30
07/2006	6519	2
08/2006	6519	558
09/2006	6513	33
09/2006	6519	1
10/2006	6519	1
11/2006	6513	2
11/2006	6519	724
12/2006	6513	2
12/2006	6519	1
01/2007	6513	4
01/2007	6519	2
02/2007	6511	23
02/2007	6519	1
03/2007	6512	10
03/2007	6516	10
03/2007	6519	2
04/2007	6519	540
05/2007	6519	1
06/2007	6514	8
06/2007	6518	7
06/2007	6519	695
07/2007	6519	1
08/2007	6516	12
08/2007	6519	565
09/2007	6519	634
10/2007	6512	70
10/2007	6515	2
10/2007	6516	14
10/2007	6518	566
10/2007	6519	79
12/2007	6519	136
02/2008	6514	2
03/2008	6516	3
03/2008	6519	37
05/2008	6514	1
05/2008	6519	84
06/2008	6518	612
06/2008	6519	709
07/2008	6512	14
07/2008	6519	74
09/2008	6512	22
09/2008	6518	442
09/2008	6519	21
11/2008	6519	974
12/2008	6519	933
01/2009	6514	1
01/2009	6519	40
02/2009	6519	1
04/2009	6519	2
05/2009	6519	1
06/2009	6519	1
07/2009	6514	49
07/2009	6519	2
08/2009	6519	3
09/2009	6519	1
10/2009	6519	1
11/2009	6519	879
12/2009	6519	1
01/2010	6519	3
02/2010	6519	3
03/2010	6519	3
04/2010	6519	3
05/2010	6519	1
06/2010	6519	3
07/2010	6519	4
08/2010	6518	5
08/2010	6519	7
09/2010	6518	686
09/2010	6519	7
10/2010	6518	1
10/2010	6519	2
11/2010	6518	640
11/2010	6519	8
12/2010	6516	2
12/2010	6519	8
01/2011	6514	18
01/2011	6519	6
02/2011	6514	21
02/2011	6519	6
03/2011	6519	7
04/2011	6518	846
04/2011	6519	7
05/2011	6519	6
06/2011	6519	7
07/2011	6513	24
07/2011	6519	7
08/2011	6519	3
09/2011	6516	259
09/2011	6519	7
10/2011	6514	0
10/2011	6519	6
11/2011	6513	42
11/2011	6514	512
11/2011	6516	436
11/2011	6518	9
11/2011	6519	2
12/2011	6519	2
01/2012	6514	3
01/2012	6519	3
02/2012	6519	6
03/2012	6516	423
03/2012	6519	7
04/2012	6514	8
04/2012	6519	8
05/2012	6519	9
06/2012	6514	2
06/2012	6516	486
06/2012	6519	6
07/2012	6515	4
07/2012	6519	14
08/2012	6516	1
08/2012	6519	1
09/2012	6519	6
10/2012	6514	1
10/2012	6519	3
11/2012	6519	8
12/2012	6516	367
12/2012	6519	2
01/2013	6519	4
02/2013	6519	6
03/2013	6519	7
04/2013	6519	7
05/2013	6519	7
06/2013	6519	11
07/2013	6519	4
08/2013	6516	170
08/2013	6519	14
09/2013	6519	14
10/2013	6519	8
11/2013	6519	7
12/2013	6516	209
12/2013	6517	NaN
12/2013	6519	4
01/2014	6517	NaN
01/2014	6518	0
01/2014	6519	10
02/2014	6514	0
02/2014	6519	6
03/2014	6519	6
04/2014	6516	6
04/2014	6519	11
05/2014	6516	7
05/2014	6519	15
06/2014	6516	3
06/2014	6519	7
07/2014	6519	7
08/2014	6519	7
