obdobi	kod	cena
03/1999	89399	12
05/1999	89399	67
07/1999	89399	1
08/1999	89394	1
08/1999	89399	23
09/1999	89399	10
10/1999	89399	6
11/1999	89399	294
12/1999	89399	44
01/2000	89399	8
02/2000	89399	591
03/2000	89399	259
04/2000	89399	18
05/2000	89394	1
05/2000	89395	106
05/2000	89399	24
06/2000	89399	19
07/2000	89399	342
08/2000	89395	88
08/2000	89399	362
09/2000	89399	350
10/2000	89395	3
10/2000	89399	715
11/2000	89394	6
11/2000	89399	253
12/2000	89399	702
01/2001	89399	249
02/2001	89395	47
02/2001	89399	917
03/2001	89395	173
03/2001	89399	779
04/2001	89399	419
05/2001	89394	11
05/2001	89395	54
05/2001	89399	734
06/2001	89399	1
07/2001	89395	34
07/2001	89399	261
08/2001	89395	12
08/2001	89399	429
09/2001	89399	1
10/2001	89399	48
11/2001	89395	39
11/2001	89399	243
12/2001	89394	1
12/2001	89399	1
01/2002	89399	622
03/2002	89395	104
03/2002	89399	1
04/2002	89399	1
05/2002	89395	54
05/2002	89399	905
06/2002	89394	1
06/2002	89395	58
06/2002	89399	1
07/2002	89395	6
07/2002	89399	47
08/2002	89395	513
08/2002	89399	282
09/2002	89395	835
09/2002	89399	388
10/2002	89399	108
11/2002	89395	692
11/2002	89399	389
12/2002	89395	204
12/2002	89399	258
01/2003	89395	709
01/2003	89399	222
02/2003	89395	334
02/2003	89399	226
03/2003	89395	51
03/2003	89399	923
04/2003	89395	1
04/2003	89399	250
05/2003	89395	106
05/2003	89399	483
06/2003	89395	522
06/2003	89399	588
07/2003	89395	931
07/2003	89399	349
08/2003	89395	226
08/2003	89399	902
09/2003	89395	1
09/2003	89399	508
10/2003	89394	3
10/2003	89395	453
10/2003	89399	303
11/2003	89395	336
11/2003	89399	564
12/2003	89395	399
12/2003	89399	373
01/2004	89395	394
01/2004	89399	347
02/2004	89395	1
02/2004	89399	377
03/2004	89395	532
03/2004	89399	406
04/2004	89395	908
04/2004	89399	999
05/2004	89395	1
05/2004	89399	927
06/2004	89395	1
06/2004	89399	894
07/2004	89395	340
07/2004	89399	1
08/2004	89395	1
08/2004	89399	985
09/2004	89395	571
09/2004	89399	456
10/2004	89395	263
10/2004	89399	1
11/2004	89395	292
11/2004	89399	639
12/2004	89395	281
12/2004	89399	2
01/2005	89395	209
01/2005	89399	857
02/2005	89395	493
02/2005	89399	1
03/2005	89395	555
03/2005	89399	1
04/2005	89395	471
04/2005	89399	3
05/2005	89395	582
05/2005	89399	1
06/2005	89395	512
06/2005	89399	1
07/2005	89395	102
07/2005	89399	2
08/2005	89395	180
08/2005	89399	1
09/2005	89395	164
09/2005	89399	1
10/2005	89395	597
10/2005	89399	3
11/2005	89395	1
11/2005	89399	874
12/2005	89395	904
12/2005	89399	1
01/2006	89395	2
01/2006	89399	2
02/2006	89395	3
02/2006	89399	2
03/2006	89395	4
03/2006	89399	1
04/2006	89395	3
04/2006	89399	2
05/2006	89395	4
05/2006	89399	7
06/2006	89395	4
