obdobi	kod	cena
01/1999	7511	153
01/1999	7512	2237
01/1999	7513	15285
01/1999	7519	1985
02/1999	7511	147
02/1999	7512	5036
02/1999	7513	12332
02/1999	7519	1096
03/1999	7511	151
03/1999	7512	6728
03/1999	7513	17888
03/1999	7519	1269
04/1999	7511	116
04/1999	7512	6030
04/1999	7513	15649
04/1999	7519	1164
05/1999	7511	2
05/1999	7512	4527
05/1999	7513	13350
05/1999	7519	839
06/1999	7511	39
06/1999	7512	2291
06/1999	7513	17211
06/1999	7519	1783
07/1999	7512	5298
07/1999	7513	10586
07/1999	7519	1121
08/1999	7511	250
08/1999	7512	2725
08/1999	7513	20031
08/1999	7519	910
09/1999	7511	1025
09/1999	7512	2589
09/1999	7513	6864
09/1999	7519	1987
10/1999	7511	1029
10/1999	7512	5622
10/1999	7513	29408
10/1999	7519	1277
11/1999	7511	159
11/1999	7512	6246
11/1999	7513	20926
11/1999	7519	3431
12/1999	7511	290
12/1999	7512	7850
12/1999	7513	30600
12/1999	7519	3230
01/2000	7511	181
01/2000	7512	1815
01/2000	7513	16333
01/2000	7519	2913
02/2000	7511	155
02/2000	7512	3126
02/2000	7513	11226
02/2000	7519	3538
03/2000	7511	45
03/2000	7512	6039
03/2000	7513	13109
03/2000	7519	5626
04/2000	7512	3541
04/2000	7513	14813
04/2000	7519	808
05/2000	7511	119
05/2000	7512	4009
05/2000	7513	19283
05/2000	7519	1839
06/2000	7511	228
06/2000	7512	4233
06/2000	7513	23957
06/2000	7519	3864
07/2000	7511	111
07/2000	7512	5842
07/2000	7513	22005
07/2000	7519	2564
08/2000	7511	275
08/2000	7512	4595
08/2000	7513	8960
08/2000	7519	2798
09/2000	7511	2039
09/2000	7512	4350
09/2000	7513	18119
09/2000	7519	1792
10/2000	7511	309
10/2000	7512	5432
10/2000	7513	25586
10/2000	7519	2880
11/2000	7511	65
11/2000	7512	5118
11/2000	7513	30279
11/2000	7519	3089
12/2000	7511	1517
12/2000	7512	6875
12/2000	7513	42386
12/2000	7519	2036
01/2001	7511	274
01/2001	7512	4283
01/2001	7513	29765
01/2001	7519	3448
02/2001	7511	12
02/2001	7512	3342
02/2001	7513	17771
02/2001	7519	3866
03/2001	7511	83
03/2001	7512	3166
03/2001	7513	15429
03/2001	7519	1535
04/2001	7511	20
04/2001	7512	3259
04/2001	7513	18085
04/2001	7519	2244
05/2001	7511	457
05/2001	7512	5649
05/2001	7513	18163
05/2001	7519	2681
06/2001	7511	133
06/2001	7512	4424
06/2001	7513	25405
06/2001	7519	2170
07/2001	7511	1374
07/2001	7512	3289
07/2001	7513	17634
07/2001	7519	1996
08/2001	7511	9
08/2001	7512	5261
08/2001	7513	21219
08/2001	7519	1730
09/2001	7511	457
09/2001	7512	4990
09/2001	7513	18392
09/2001	7519	2320
10/2001	7511	184
10/2001	7512	5275
10/2001	7513	38786
10/2001	7519	3850
11/2001	7511	73
11/2001	7512	8391
11/2001	7513	33150
11/2001	7519	5442
12/2001	7511	214
12/2001	7512	21608
12/2001	7513	56736
12/2001	7519	7467
01/2002	7512	4214
01/2002	7513	21048
01/2002	7519	3578
02/2002	7512	7360
02/2002	7513	23080
02/2002	7519	2484
03/2002	7511	14
03/2002	7512	5006
03/2002	7513	30014
03/2002	7519	2250
04/2002	7511	27
04/2002	7512	3204
04/2002	7513	25704
04/2002	7519	2752
05/2002	7511	120
05/2002	7512	4161
05/2002	7513	23406
05/2002	7519	2705
06/2002	7511	90
06/2002	7512	6704
06/2002	7513	40663
06/2002	7519	2420
07/2002	7511	82
07/2002	7512	5072
07/2002	7513	30060
07/2002	7519	2655
08/2002	7511	326
08/2002	7512	6834
08/2002	7513	17624
08/2002	7519	1793
09/2002	7511	97
09/2002	7512	9128
09/2002	7513	25727
09/2002	7519	2249
10/2002	7511	253
10/2002	7512	6274
10/2002	7513	28433
10/2002	7519	2495
11/2002	7511	66
11/2002	7512	11329
11/2002	7513	44797
11/2002	7519	2990
12/2002	7511	78
12/2002	7512	15163
12/2002	7513	58973
12/2002	7519	3691
01/2003	7511	29
01/2003	7512	5347
01/2003	7513	32251
01/2003	7519	3088
02/2003	7511	5
02/2003	7512	7445
02/2003	7513	25873
02/2003	7519	3938
03/2003	7511	380
03/2003	7512	5430
03/2003	7513	39289
03/2003	7519	2845
04/2003	7511	579
04/2003	7512	4026
04/2003	7513	37600
04/2003	7519	3176
05/2003	7511	35
05/2003	7512	3518
05/2003	7513	21798
05/2003	7519	2415
06/2003	7512	7145
06/2003	7513	26009
06/2003	7519	2572
07/2003	7512	8797
07/2003	7513	27191
07/2003	7519	2390
08/2003	7511	20
08/2003	7512	11238
08/2003	7513	20882
08/2003	7519	2138
09/2003	7512	9679
09/2003	7513	23557
09/2003	7519	2489
10/2003	7511	8
10/2003	7512	10017
10/2003	7513	39095
10/2003	7519	9821
11/2003	7512	7996
11/2003	7513	44693
11/2003	7519	3620
12/2003	7511	210
12/2003	7512	17693
12/2003	7513	60484
12/2003	7519	5111
01/2004	7512	4908
01/2004	7513	23167
01/2004	7519	5694
02/2004	7511	50
02/2004	7512	6059
02/2004	7513	30718
02/2004	7519	3962
03/2004	7511	2
03/2004	7512	4674
03/2004	7513	39625
03/2004	7519	3649
04/2004	7511	21
04/2004	7512	12683
04/2004	7513	33036
04/2004	7519	4901
05/2004	7512	11703
05/2004	7513	22995
05/2004	7519	3895
06/2004	7511	73
06/2004	7512	9820
06/2004	7513	27403
06/2004	7519	4744
07/2004	7511	39
07/2004	7512	11516
07/2004	7513	18852
07/2004	7519	3300
08/2004	7512	12798
08/2004	7513	14488
08/2004	7519	5717
09/2004	7511	88
09/2004	7512	12799
09/2004	7513	26223
09/2004	7519	4869
10/2004	7512	15116
10/2004	7513	38071
10/2004	7519	7257
11/2004	7511	26
11/2004	7512	9392
11/2004	7513	48471
11/2004	7519	7254
12/2004	7511	41
12/2004	7512	13139
12/2004	7513	62755
12/2004	7519	8797
01/2005	7511	20
01/2005	7512	24560
01/2005	7513	35300
01/2005	7519	7276
02/2005	7512	13601
02/2005	7513	23458
02/2005	7519	9353
03/2005	7511	9
03/2005	7512	13627
03/2005	7513	41289
03/2005	7519	5822
04/2005	7511	27
04/2005	7512	14685
04/2005	7513	32411
04/2005	7519	5214
05/2005	7511	129
05/2005	7512	10241
05/2005	7513	30850
05/2005	7519	6596
06/2005	7512	19352
06/2005	7513	36104
06/2005	7519	6549
07/2005	7512	9540
07/2005	7513	24148
07/2005	7519	3801
08/2005	7511	17
08/2005	7512	8931
