obdobi	kod	cena
01/1999	5121	2
01/1999	5123	395
01/1999	5124	3050
02/1999	5123	116
02/1999	5124	1903
03/1999	5121	1
03/1999	5124	2745
04/1999	5123	454
05/1999	5121	5
05/1999	5123	1
05/1999	5124	4287
06/1999	5121	2
06/1999	5124	1310
07/1999	5123	480
07/1999	5124	701
08/1999	5123	252
08/1999	5124	1483
09/1999	5121	1
09/1999	5122	23
09/1999	5124	1173
10/1999	5123	850
10/1999	5124	2440
11/1999	5122	268
11/1999	5123	129
12/1999	5121	2
12/1999	5123	160
12/1999	5124	4141
01/2000	5121	2
01/2000	5123	634
02/2000	5123	3
03/2000	5122	372
03/2000	5123	604
03/2000	5124	1670
04/2000	5123	499
04/2000	5124	1705
05/2000	5122	383
05/2000	5123	139
06/2000	5122	409
06/2000	5123	197
07/2000	5124	683
08/2000	5124	4798
09/2000	5122	390
09/2000	5123	1082
09/2000	5124	3953
10/2000	5121	8
10/2000	5122	410
10/2000	5123	63
10/2000	5124	1117
11/2000	5123	1
11/2000	5124	1635
12/2000	5121	1
12/2000	5122	0
12/2000	5123	180
12/2000	5124	506
01/2001	5122	359
01/2001	5124	3059
02/2001	5123	13
02/2001	5124	65
03/2001	5123	61
04/2001	5123	118
04/2001	5124	3390
05/2001	5122	489
05/2001	5123	61
05/2001	5124	3676
06/2001	5124	2647
07/2001	5123	120
07/2001	5124	2234
08/2001	5122	533
08/2001	5124	2057
09/2001	5122	678
09/2001	5124	4605
10/2001	5122	335
10/2001	5124	3470
11/2001	5123	119
11/2001	5124	1094
12/2001	5121	6
12/2001	5122	328
12/2001	5124	2735
01/2002	5122	310
01/2002	5123	512
01/2002	5124	2242
02/2002	5123	180
02/2002	5124	3247
03/2002	5122	281
03/2002	5124	2326
04/2002	5123	43
05/2002	5122	92
05/2002	5123	100
05/2002	5124	1264
06/2002	5122	485
06/2002	5124	1172
07/2002	5122	235
07/2002	5123	18
08/2002	5123	33
09/2002	5122	510
09/2002	5123	25
10/2002	5123	104
10/2002	5124	324
11/2002	5122	235
11/2002	5123	38
11/2002	5124	179
12/2002	5124	1143
01/2003	5123	26
01/2003	5124	3450
02/2003	5122	666
02/2003	5124	1945
03/2003	5121	129
03/2003	5123	104
04/2003	5123	55
04/2003	5124	4285
05/2003	5122	563
05/2003	5123	86
05/2003	5124	12
06/2003	5123	10
06/2003	5124	27
07/2003	5122	6
07/2003	5123	14
07/2003	5124	3041
08/2003	5121	21
08/2003	5122	291
08/2003	5123	113
08/2003	5124	332
09/2003	5123	42
10/2003	5122	965
10/2003	5123	251
10/2003	5124	64
11/2003	5123	530
11/2003	5124	85
12/2003	5122	1301
12/2003	5123	395
01/2004	5122	283
02/2004	5122	24
02/2004	5123	297
02/2004	5124	775
03/2004	5122	702
03/2004	5123	235
03/2004	5124	323
04/2004	5122	1241
04/2004	5123	229
04/2004	5124	549
05/2004	5121	2100
05/2004	5122	289
05/2004	5123	100
05/2004	5124	3872
06/2004	5122	307
