obdobi	kod	cena
01/1999	69541	34
01/1999	69542	285
01/1999	69543	36
01/1999	69544	484
01/1999	69545	1905
01/1999	69546	339
01/1999	69547	92
01/1999	69549	1
02/1999	69541	5
02/1999	69542	459
02/1999	69543	57
02/1999	69544	335
02/1999	69545	983
02/1999	69546	369
02/1999	69547	305
02/1999	69549	7
03/1999	69541	1157
03/1999	69542	424
03/1999	69543	117
03/1999	69544	604
03/1999	69545	1652
03/1999	69546	1179
03/1999	69547	303
03/1999	69549	21
04/1999	69541	266
04/1999	69542	208
04/1999	69543	28
04/1999	69544	636
04/1999	69545	2056
04/1999	69546	1442
04/1999	69547	853
04/1999	69549	0
05/1999	69541	18
05/1999	69542	438
05/1999	69543	58
05/1999	69544	378
05/1999	69545	1738
05/1999	69546	2031
05/1999	69547	500
05/1999	69549	104
06/1999	69541	11
06/1999	69542	507
06/1999	69543	50
06/1999	69544	322
06/1999	69545	1166
06/1999	69546	436
06/1999	69547	266
06/1999	69549	490
07/1999	69541	8
07/1999	69542	714
07/1999	69543	171
07/1999	69544	387
07/1999	69545	1884
07/1999	69546	733
07/1999	69547	333
07/1999	69549	233
08/1999	69541	11
08/1999	69542	469
08/1999	69543	102
08/1999	69544	1936
08/1999	69545	1241
08/1999	69546	1196
08/1999	69547	470
08/1999	69549	63
09/1999	69541	13
09/1999	69542	717
09/1999	69543	83
09/1999	69544	958
09/1999	69545	2407
09/1999	69546	1196
09/1999	69547	468
09/1999	69549	61
10/1999	69541	28
10/1999	69542	1248
10/1999	69543	123
10/1999	69544	735
10/1999	69545	2101
10/1999	69546	799
10/1999	69547	324
10/1999	69548	3
10/1999	69549	155
11/1999	69541	61
11/1999	69542	658
11/1999	69543	211
11/1999	69544	987
11/1999	69545	2121
11/1999	69546	1537
11/1999	69547	493
11/1999	69549	59
12/1999	69541	22
12/1999	69542	326
12/1999	69543	84
12/1999	69544	922
12/1999	69545	3245
12/1999	69546	1362
12/1999	69547	287
12/1999	69549	245
01/2000	69541	14
01/2000	69542	337
01/2000	69543	99
01/2000	69544	769
01/2000	69545	3136
01/2000	69546	1144
01/2000	69547	465
01/2000	69549	8
02/2000	69541	20
02/2000	69542	889
02/2000	69543	109
02/2000	69544	1981
02/2000	69545	3011
02/2000	69546	2621
02/2000	69547	396
02/2000	69549	2
03/2000	69541	91
03/2000	69542	568
03/2000	69543	49
03/2000	69544	558
03/2000	69545	2663
03/2000	69546	1626
03/2000	69547	595
03/2000	69549	71
04/2000	69541	6
04/2000	69542	449
04/2000	69543	38
04/2000	69544	431
04/2000	69545	2574
04/2000	69546	636
04/2000	69547	431
04/2000	69549	108
05/2000	69541	74
05/2000	69542	680
05/2000	69543	138
05/2000	69544	522
05/2000	69545	3335
05/2000	69546	2000
05/2000	69547	867
05/2000	69549	24
06/2000	69541	435
06/2000	69542	767
06/2000	69543	89
06/2000	69544	1349
06/2000	69545	2758
06/2000	69546	852
06/2000	69547	847
06/2000	69548	4
06/2000	69549	142
07/2000	69541	18
07/2000	69542	744
07/2000	69543	43
07/2000	69544	768
07/2000	69545	3018
07/2000	69546	1120
07/2000	69547	274
07/2000	69549	67
08/2000	69541	92
08/2000	69542	500
08/2000	69543	120
08/2000	69544	1077
08/2000	69545	3983
08/2000	69546	1814
08/2000	69547	647
08/2000	69549	88
09/2000	69541	559
09/2000	69542	888
09/2000	69543	218
09/2000	69544	1213
09/2000	69545	3259
09/2000	69546	2157
09/2000	69547	836
09/2000	69549	66
10/2000	69541	339
10/2000	69542	1301
10/2000	69543	160
10/2000	69544	1370
10/2000	69545	7355
10/2000	69546	1081
10/2000	69547	643
10/2000	69549	122
11/2000	69541	125
11/2000	69542	833
11/2000	69543	101
11/2000	69544	1498
11/2000	69545	4752
11/2000	69546	2070
11/2000	69547	696
11/2000	69549	244
12/2000	69541	44
12/2000	69542	855
12/2000	69543	171
12/2000	69544	951
12/2000	69545	5739
12/2000	69546	2401
12/2000	69547	604
12/2000	69549	207
01/2001	69541	7
01/2001	69542	733
01/2001	69543	88
01/2001	69544	992
01/2001	69545	4984
01/2001	69546	1146
01/2001	69547	479
01/2001	69549	124
02/2001	69541	38
02/2001	69542	419
02/2001	69543	134
02/2001	69544	1730
02/2001	69545	4431
02/2001	69546	2042
02/2001	69547	925
02/2001	69549	11
03/2001	69541	43
03/2001	69542	338
03/2001	69543	53
03/2001	69544	930
03/2001	69545	3221
03/2001	69546	2059
03/2001	69547	419
03/2001	69549	942
04/2001	69541	591
04/2001	69542	444
04/2001	69543	72
04/2001	69544	759
04/2001	69545	5649
04/2001	69546	2254
04/2001	69547	443
04/2001	69549	78
05/2001	69542	552
05/2001	69543	93
05/2001	69544	888
05/2001	69545	2769
05/2001	69546	1377
05/2001	69547	513
05/2001	69549	158
06/2001	69541	4
06/2001	69542	691
06/2001	69543	63
06/2001	69544	416
06/2001	69545	3712
06/2001	69546	1879
06/2001	69547	699
06/2001	69549	29
07/2001	69541	10
07/2001	69542	520
07/2001	69543	105
07/2001	69544	1159
07/2001	69545	4646
07/2001	69546	924
07/2001	69547	885
07/2001	69549	744
08/2001	69541	32
08/2001	69542	817
08/2001	69543	143
08/2001	69544	1435
08/2001	69545	3641
08/2001	69546	2409
08/2001	69547	1121
08/2001	69548	4
08/2001	69549	36
09/2001	69541	68
09/2001	69542	489
09/2001	69543	237
09/2001	69544	1472
09/2001	69545	6228
09/2001	69546	1432
09/2001	69547	982
09/2001	69549	42
10/2001	69541	31
10/2001	69542	733
10/2001	69543	145
10/2001	69544	1466
10/2001	69545	6851
10/2001	69546	1917
10/2001	69547	751
10/2001	69549	85
11/2001	69541	31
11/2001	69542	937
11/2001	69543	111
11/2001	69544	763
11/2001	69545	6623
11/2001	69546	2338
11/2001	69547	501
11/2001	69548	5
11/2001	69549	235
12/2001	69541	25
12/2001	69542	1037
12/2001	69543	225
12/2001	69544	1419
12/2001	69545	4581
12/2001	69546	1289
12/2001	69547	621
12/2001	69549	107
01/2002	69541	2
01/2002	69542	568
01/2002	69543	140
01/2002	69544	827
01/2002	69545	6217
01/2002	69546	1783
01/2002	69547	558
01/2002	69549	34
02/2002	69541	39
02/2002	69542	1055
02/2002	69543	33
02/2002	69544	801
02/2002	69545	7373
02/2002	69546	1855
02/2002	69547	450
02/2002	69549	75
03/2002	69541	67
03/2002	69542	1649
03/2002	69543	33
03/2002	69544	1636
03/2002	69545	4012
03/2002	69546	3105
03/2002	69547	756
03/2002	69549	303
04/2002	69541	32
04/2002	69542	478
04/2002	69543	105
04/2002	69544	729
04/2002	69545	4955
04/2002	69546	2345
04/2002	69547	709
04/2002	69549	77
05/2002	69542	760
05/2002	69543	72
05/2002	69544	1157
05/2002	69545	3413
05/2002	69546	2021
05/2002	69547	734
05/2002	69549	169
06/2002	69541	131
06/2002	69542	699
06/2002	69543	51
06/2002	69544	940
06/2002	69545	7151
06/2002	69546	2148
06/2002	69547	485
06/2002	69549	39
07/2002	69541	248
07/2002	69542	514
07/2002	69543	74
07/2002	69544	1221
07/2002	69545	3258
07/2002	69546	1545
07/2002	69547	560
07/2002	69548	5
07/2002	69549	626
08/2002	69541	4
08/2002	69542	695
08/2002	69543	29
08/2002	69544	1127
08/2002	69545	4625
08/2002	69546	1452
08/2002	69547	1186
08/2002	69549	582
09/2002	69541	70
09/2002	69542	1272
09/2002	69543	76
09/2002	69544	1649
09/2002	69545	4999
09/2002	69546	4748
09/2002	69547	911
09/2002	69549	127
10/2002	69541	77
10/2002	69542	814
10/2002	69543	82
10/2002	69544	841
10/2002	69545	4783
10/2002	69546	2880
10/2002	69547	551
10/2002	69549	176
11/2002	69541	9
11/2002	69542	590
11/2002	69543	58
11/2002	69544	898
11/2002	69545	5277
11/2002	69546	3630
11/2002	69547	483
11/2002	69548	2
11/2002	69549	1284
12/2002	69541	17
12/2002	69542	1142
12/2002	69543	42
12/2002	69544	2012
12/2002	69545	5670
12/2002	69546	1767
12/2002	69547	1751
12/2002	69548	2
12/2002	69549	864
01/2003	69541	29
01/2003	69542	477
01/2003	69543	161
01/2003	69544	1227
01/2003	69545	4883
01/2003	69546	2948
01/2003	69547	501
01/2003	69548	1
01/2003	69549	133
02/2003	69541	97
02/2003	69542	1143
02/2003	69543	56
02/2003	69544	1083
02/2003	69545	3025
02/2003	69546	3764
02/2003	69547	846
02/2003	69549	437
03/2003	69541	333
03/2003	69542	1069
03/2003	69543	117
03/2003	69544	1187
03/2003	69545	4753
03/2003	69546	2770
03/2003	69547	1384
03/2003	69549	346
04/2003	69541	4
04/2003	69542	908
04/2003	69543	48
04/2003	69544	1630
04/2003	69545	3089
04/2003	69546	2593
04/2003	69547	646
04/2003	69549	531
05/2003	69541	33
05/2003	69542	690
05/2003	69543	42
05/2003	69544	1266
05/2003	69545	2971
05/2003	69546	3720
05/2003	69547	832
05/2003	69549	243
06/2003	69541	58
06/2003	69542	987
06/2003	69543	82
06/2003	69544	864
06/2003	69545	2939
06/2003	69546	2589
06/2003	69547	1567
06/2003	69549	719
07/2003	69541	97
07/2003	69542	1135
07/2003	69543	141
07/2003	69544	2002
07/2003	69545	2529
07/2003	69546	3282
07/2003	69547	1119
07/2003	69549	431
08/2003	69541	22
08/2003	69542	690
08/2003	69543	206
08/2003	69544	429
08/2003	69545	3675
08/2003	69546	2300
08/2003	69547	541
08/2003	69549	53
09/2003	69541	365
09/2003	69542	1220
09/2003	69543	218
09/2003	69544	807
09/2003	69545	5475
09/2003	69546	3550
09/2003	69547	1146
09/2003	69549	139
10/2003	69541	86
10/2003	69542	1592
10/2003	69543	101
10/2003	69544	1839
10/2003	69545	6767
10/2003	69546	3923
10/2003	69547	656
10/2003	69548	17
10/2003	69549	205
11/2003	69541	15
11/2003	69542	921
11/2003	69543	35
11/2003	69544	1627
