obdobi	kod	cena
01/1999	76481	66
03/1999	76483	2
04/1999	76481	41
04/1999	76482	17
05/1999	76482	32
05/1999	76483	4
06/1999	76483	257
07/1999	76481	84
07/1999	76482	42
07/1999	76483	153
08/1999	76481	74
08/1999	76483	500
09/1999	76482	41
09/1999	76483	191
10/1999	76481	205
10/1999	76482	66
10/1999	76483	588
11/1999	76481	501
11/1999	76482	36
11/1999	76483	271
12/1999	76481	85
12/1999	76482	26
12/1999	76483	234
01/2000	76481	2
01/2000	76482	30
01/2000	76483	230
02/2000	76481	148
02/2000	76482	184
02/2000	76483	369
03/2000	76482	7
03/2000	76483	119
04/2000	76483	291
05/2000	76482	249
05/2000	76483	410
06/2000	76482	282
06/2000	76483	42
07/2000	76481	166
07/2000	76482	158
07/2000	76483	55
08/2000	76481	12
08/2000	76482	235
08/2000	76483	557
09/2000	76481	2
09/2000	76482	357
09/2000	76483	613
10/2000	76481	1446
10/2000	76482	1563
10/2000	76483	206
11/2000	76482	2230
11/2000	76483	99
12/2000	76481	9078
12/2000	76482	774
12/2000	76483	153
01/2001	76481	22
01/2001	76482	257
02/2001	76481	15
02/2001	76482	193
03/2001	76482	407
03/2001	76483	316
04/2001	76481	699
04/2001	76482	1598
04/2001	76483	108
05/2001	76481	117
05/2001	76482	1947
05/2001	76483	367
06/2001	76482	8643
06/2001	76483	107
07/2001	76481	42
07/2001	76482	465
08/2001	76482	2815
08/2001	76483	164
09/2001	76481	20
09/2001	76482	11265
09/2001	76483	119
10/2001	76481	58
10/2001	76482	8454
10/2001	76483	262
11/2001	76481	19
11/2001	76482	6906
12/2001	76482	23711
01/2002	76482	7196
02/2002	76481	19
02/2002	76482	3971
02/2002	76483	141
03/2002	76481	35
03/2002	76482	5211
03/2002	76483	161
04/2002	76481	8
04/2002	76482	7849
04/2002	76483	219
05/2002	76481	16
05/2002	76482	9389
05/2002	76483	198
06/2002	76481	42
06/2002	76482	2022
06/2002	76483	93
07/2002	76481	3
07/2002	76482	9173
07/2002	76483	14
08/2002	76481	137
08/2002	76482	12276
08/2002	76483	185
09/2002	76482	10810
09/2002	76483	378
10/2002	76481	4
10/2002	76482	21134
10/2002	76483	30
11/2002	76481	9
11/2002	76482	26199
11/2002	76483	1913
12/2002	76481	46
12/2002	76482	23287
12/2002	76483	183
01/2003	76481	30
01/2003	76482	27894
01/2003	76483	23
02/2003	76481	24
02/2003	76482	44304
02/2003	76483	1467
03/2003	76481	591
03/2003	76482	32536
03/2003	76483	72
04/2003	76481	292
04/2003	76482	48877
04/2003	76483	520
05/2003	76481	948
05/2003	76482	38464
05/2003	76483	449
06/2003	76481	63
06/2003	76482	48476
06/2003	76483	237
07/2003	76481	40
07/2003	76482	62070
07/2003	76483	116
08/2003	76481	134
08/2003	76482	97223
08/2003	76483	1194
09/2003	76481	57
09/2003	76482	65331
09/2003	76483	88
10/2003	76481	277
10/2003	76482	152576
