obdobi	kod	cena
01/1999	77631	709
01/1999	77632	731
01/1999	77633	544
01/1999	77635	4
01/1999	77637	775
02/1999	77631	299
02/1999	77633	21
02/1999	77637	646
03/1999	77631	796
03/1999	77632	1
03/1999	77633	31
03/1999	77635	1
03/1999	77637	408
03/1999	77639	3
04/1999	77631	515
04/1999	77632	5
04/1999	77633	25
04/1999	77637	1093
04/1999	77639	2
05/1999	77631	623
05/1999	77632	42
05/1999	77633	17
05/1999	77635	1
05/1999	77637	299
05/1999	77639	6
06/1999	77631	827
06/1999	77632	5
06/1999	77633	53
06/1999	77635	1
06/1999	77637	1242
06/1999	77639	2
07/1999	77631	167
07/1999	77632	15
07/1999	77633	57
07/1999	77635	0
07/1999	77637	454
08/1999	77631	685
08/1999	77632	4
08/1999	77633	280
08/1999	77635	0
08/1999	77637	910
09/1999	77631	1668
09/1999	77633	240
09/1999	77637	1254
09/1999	77639	1
10/1999	77631	1564
10/1999	77632	0
10/1999	77633	294
10/1999	77637	574
11/1999	77631	1875
11/1999	77632	31
11/1999	77633	99
11/1999	77635	1
11/1999	77637	660
11/1999	77639	5
12/1999	77631	1007
12/1999	77632	23
12/1999	77633	26
12/1999	77637	617
12/1999	77639	3
01/2000	77631	1091
01/2000	77632	54
01/2000	77633	6
01/2000	77637	568
01/2000	77639	11
02/2000	77631	729
02/2000	77632	31
02/2000	77633	8
02/2000	77637	608
02/2000	77639	13
03/2000	77631	733
03/2000	77632	139
03/2000	77633	50
03/2000	77635	5
03/2000	77637	1107
03/2000	77639	0
04/2000	77631	980
04/2000	77632	51
04/2000	77633	90
04/2000	77635	0
04/2000	77637	4954
04/2000	77639	16
05/2000	77631	2242
05/2000	77632	108
05/2000	77633	53
05/2000	77637	5888
05/2000	77639	481
06/2000	77631	1040
06/2000	77632	127
06/2000	77633	89
06/2000	77637	7494
06/2000	77639	0
07/2000	77631	194
07/2000	77632	82
07/2000	77633	883
07/2000	77635	3
07/2000	77637	7150
07/2000	77639	102
08/2000	77631	3540
08/2000	77632	136
08/2000	77633	69
08/2000	77637	1692
08/2000	77639	0
09/2000	77631	543
09/2000	77632	24
09/2000	77633	126
09/2000	77635	1
09/2000	77637	817
09/2000	77639	0
10/2000	77631	1936
10/2000	77632	185
10/2000	77633	338
10/2000	77637	2892
10/2000	77639	182
11/2000	77631	1083
11/2000	77632	125
11/2000	77633	58
11/2000	77637	8050
11/2000	77639	259
12/2000	77631	3092
12/2000	77632	157
12/2000	77633	149
12/2000	77637	8855
12/2000	77639	254
01/2001	77631	1891
01/2001	77632	144
01/2001	77633	109
01/2001	77637	8391
01/2001	77639	131
02/2001	77631	2267
02/2001	77632	126
02/2001	77633	308
02/2001	77637	3762
03/2001	77631	1226
03/2001	77632	521
03/2001	77633	137
03/2001	77637	5081
04/2001	77631	1359
04/2001	77632	432
04/2001	77633	114
04/2001	77635	852
04/2001	77637	6587
04/2001	77639	15
05/2001	77631	1701
05/2001	77632	830
05/2001	77633	149
05/2001	77637	8075
06/2001	77631	1806
06/2001	77632	143
06/2001	77633	264
06/2001	77635	16
06/2001	77637	7948
06/2001	77639	206
07/2001	77631	1844
07/2001	77632	109
07/2001	77633	199
07/2001	77635	813
07/2001	77637	6985
07/2001	77639	191
08/2001	77631	1964
08/2001	77632	365
08/2001	77633	108
08/2001	77635	11
08/2001	77637	5212
09/2001	77631	2581
09/2001	77632	86
09/2001	77633	279
09/2001	77635	393
09/2001	77637	6207
09/2001	77639	179
10/2001	77631	886
10/2001	77632	100
10/2001	77633	148
10/2001	77635	37
10/2001	77637	11865
11/2001	77631	2431
11/2001	77632	177
11/2001	77633	235
11/2001	77635	1118
11/2001	77637	10066
11/2001	77639	106
12/2001	77631	543
12/2001	77632	148
12/2001	77633	287
12/2001	77637	7913
12/2001	77639	182
01/2002	77631	3405
01/2002	77632	178
01/2002	77633	379
01/2002	77635	1064
01/2002	77637	10067
01/2002	77639	35
02/2002	77631	4050
02/2002	77632	187
02/2002	77633	102
02/2002	77635	145
02/2002	77637	6212
02/2002	77639	3
03/2002	77631	3645
03/2002	77632	286
03/2002	77633	434
03/2002	77635	1293
03/2002	77637	9747
03/2002	77639	89
04/2002	77631	3383
04/2002	77632	264
04/2002	77633	277
04/2002	77635	265
04/2002	77637	8694
04/2002	77639	185
05/2002	77631	3163
05/2002	77632	378
05/2002	77633	253
05/2002	77635	1615
05/2002	77637	6652
05/2002	77639	100
06/2002	77631	4221
06/2002	77632	1216
06/2002	77633	403
06/2002	77635	2749
06/2002	77637	11121
06/2002	77639	103
07/2002	77631	3893
07/2002	77632	148
07/2002	77633	82
07/2002	77635	3202
07/2002	77637	16458
07/2002	77639	22
08/2002	77631	3644
08/2002	77632	49
08/2002	77633	342
08/2002	77635	1168
08/2002	77637	9683
08/2002	77639	23
09/2002	77631	4246
09/2002	77632	292
09/2002	77633	222
09/2002	77635	7205
09/2002	77637	8826
09/2002	77639	7
10/2002	77631	3411
10/2002	77632	1372
10/2002	77633	317
10/2002	77635	6271
10/2002	77637	19141
10/2002	77639	7
11/2002	77631	916
11/2002	77632	508
11/2002	77633	303
11/2002	77635	110
11/2002	77637	15065
11/2002	77639	50
12/2002	77631	1076
12/2002	77632	185
12/2002	77633	168
12/2002	77635	251
12/2002	77637	10856
12/2002	77639	19
01/2003	77631	2124
01/2003	77632	969
01/2003	77633	512
01/2003	77635	3401
01/2003	77637	10252
01/2003	77639	55
02/2003	77631	3454
02/2003	77632	1164
02/2003	77633	741
02/2003	77635	4619
02/2003	77637	2551
02/2003	77639	116
03/2003	77631	9802
03/2003	77632	2114
03/2003	77633	713
03/2003	77635	4151
03/2003	77637	11707
03/2003	77639	62
04/2003	77631	6265
04/2003	77632	2606
04/2003	77633	736
04/2003	77635	5135
04/2003	77637	12818
04/2003	77639	58
05/2003	77631	5992
05/2003	77632	754
05/2003	77633	2989
05/2003	77635	4139
05/2003	77637	4382
05/2003	77639	55
06/2003	77631	2665
06/2003	77632	733
06/2003	77633	645
06/2003	77635	2417
06/2003	77637	4583
06/2003	77639	92
07/2003	77631	2471
07/2003	77632	641
07/2003	77633	726
07/2003	77635	944
07/2003	77637	10619
07/2003	77639	176
08/2003	77631	2642
08/2003	77632	661
08/2003	77633	1516
08/2003	77635	1585
08/2003	77637	7129
08/2003	77639	150
09/2003	77631	4435
09/2003	77632	1050
09/2003	77633	2325
09/2003	77635	2399
09/2003	77637	12108
09/2003	77639	420
10/2003	77631	3132
10/2003	77632	500
10/2003	77633	2147
10/2003	77635	2911
10/2003	77637	8840
10/2003	77639	1063
11/2003	77631	3758
11/2003	77632	1344
11/2003	77633	1457
11/2003	77635	2549
11/2003	77637	8987
11/2003	77639	610
12/2003	77631	4390
12/2003	77632	519
12/2003	77633	1566
12/2003	77635	3515
12/2003	77637	6034
12/2003	77639	312
01/2004	77631	3913
01/2004	77632	1049
01/2004	77633	1776
01/2004	77635	2321
01/2004	77637	13855
01/2004	77639	82
02/2004	77631	5828
02/2004	77632	3364
02/2004	77633	786
02/2004	77635	4822
02/2004	77637	6337
02/2004	77639	986
03/2004	77631	6459
03/2004	77632	3379
03/2004	77633	2314
03/2004	77635	6147
03/2004	77637	8426
03/2004	77639	450
04/2004	77631	11263
04/2004	77632	3295
04/2004	77633	2526
04/2004	77635	4620
04/2004	77637	8351
04/2004	77639	1182
05/2004	77631	4394
05/2004	77632	961
05/2004	77633	4088
05/2004	77635	94
05/2004	77637	4710
05/2004	77639	720
06/2004	77631	5571
06/2004	77632	4079
06/2004	77633	2983
06/2004	77635	133
06/2004	77637	10270
06/2004	77639	1188
07/2004	77631	5973
07/2004	77632	1695
07/2004	77633	2320
07/2004	77635	77
07/2004	77637	10721
07/2004	77639	1108
08/2004	77631	5176
08/2004	77632	2362
08/2004	77633	1346
08/2004	77635	152
08/2004	77637	6755
08/2004	77639	1125
09/2004	77631	2565
09/2004	77632	2510
09/2004	77633	1175
09/2004	77635	177
09/2004	77637	8900
09/2004	77639	706
10/2004	77631	4236
10/2004	77632	1638
10/2004	77633	3545
10/2004	77635	18
10/2004	77637	9153
10/2004	77639	555
11/2004	77631	4373
11/2004	77632	1152
11/2004	77633	1787
11/2004	77635	274
11/2004	77637	6380
11/2004	77639	1060
12/2004	77631	3226
12/2004	77632	1001
12/2004	77633	240
12/2004	77635	57
12/2004	77637	6339
12/2004	77639	179
01/2005	77631	4412
01/2005	77632	1594
01/2005	77633	245
01/2005	77635	117
01/2005	77637	7468
01/2005	77639	690
02/2005	77631	6190
02/2005	77632	1347
02/2005	77633	309
02/2005	77635	310
02/2005	77637	5105
02/2005	77639	1147
03/2005	77631	3791
03/2005	77632	797
03/2005	77633	1043
03/2005	77635	105
03/2005	77637	8526
03/2005	77639	930
04/2005	77631	4203
04/2005	77632	863
04/2005	77633	556
04/2005	77635	25
04/2005	77637	8260
04/2005	77639	883
05/2005	77631	2753
05/2005	77632	953
05/2005	77633	491
05/2005	77635	250
05/2005	77637	5136
05/2005	77639	666
06/2005	77631	4400
06/2005	77632	873
06/2005	77633	215
06/2005	77635	34
06/2005	77637	14580
06/2005	77639	1543
07/2005	77631	3733
07/2005	77632	706
07/2005	77633	99
07/2005	77635	53
07/2005	77637	18531
07/2005	77639	1201
08/2005	77631	5332
08/2005	77632	1746
08/2005	77633	1711
08/2005	77635	137
08/2005	77637	17530
08/2005	77639	612
09/2005	77631	6548
09/2005	77632	1217
09/2005	77633	369
09/2005	77635	625
09/2005	77637	25908
09/2005	77639	1382
10/2005	77631	3370
10/2005	77632	1026
10/2005	77633	428
10/2005	77635	22
10/2005	77637	7658
10/2005	77639	1591
11/2005	77631	6502
11/2005	77632	1233
11/2005	77633	768
11/2005	77635	47
11/2005	77637	12409
11/2005	77639	1505
12/2005	77631	4764
12/2005	77632	1109
12/2005	77633	935
12/2005	77635	203
12/2005	77637	17423
12/2005	77639	1371
01/2006	77631	6319
01/2006	77632	1375
01/2006	77633	764
01/2006	77635	304
01/2006	77637	9137
01/2006	77639	2560
02/2006	77631	8004
02/2006	77632	2414
02/2006	77633	1882
02/2006	77635	60
02/2006	77637	23742
02/2006	77639	6574
03/2006	77631	11900
03/2006	77632	2306
03/2006	77633	1984
03/2006	77635	554
03/2006	77637	12848
03/2006	77639	5586
04/2006	77631	12336
04/2006	77632	2188
04/2006	77633	1058
04/2006	77635	2
04/2006	77637	17000
04/2006	77639	5278
05/2006	77631	9868
05/2006	77632	1812
05/2006	77633	2328
05/2006	77635	88
05/2006	77637	12588
05/2006	77639	5456
06/2006	77631	15186
06/2006	77632	1622
06/2006	77633	1432
06/2006	77635	458
06/2006	77637	20328
06/2006	77639	3992
07/2006	77631	8898
07/2006	77632	2854
07/2006	77633	1686
07/2006	77635	174
07/2006	77637	25092
07/2006	77639	14410
08/2006	77631	17976
08/2006	77632	3788
08/2006	77633	3360
08/2006	77635	102
08/2006	77637	14926
08/2006	77639	3516
09/2006	77631	13806
09/2006	77632	3654
09/2006	77633	1610
09/2006	77635	6
09/2006	77637	10860
09/2006	77639	4312
10/2006	77631	10922
10/2006	77632	4100
10/2006	77633	3448
10/2006	77635	36
10/2006	77637	36108
10/2006	77639	5880
11/2006	77631	9890
11/2006	77632	4700
11/2006	77633	3442
11/2006	77635	108
11/2006	77637	36420
11/2006	77639	4324
12/2006	77631	15290
12/2006	77632	12890
12/2006	77633	3416
12/2006	77635	2
12/2006	77637	31280
12/2006	77639	4890
01/2007	77631	25562
01/2007	77632	1758
01/2007	77633	4276
01/2007	77635	32
01/2007	77637	42234
01/2007	77639	4126
02/2007	77631	14906
02/2007	77632	2576
02/2007	77633	1796
02/2007	77635	182
02/2007	77637	31830
02/2007	77639	4806
03/2007	77631	30178
03/2007	77632	5472
03/2007	77633	3512
03/2007	77635	14
03/2007	77637	36914
03/2007	77639	6770
04/2007	77631	19914
04/2007	77632	2462
04/2007	77633	7738
04/2007	77635	56
04/2007	77637	30188
04/2007	77639	6628
05/2007	77631	24902
05/2007	77632	3252
05/2007	77633	2614
05/2007	77635	26
05/2007	77637	40012
05/2007	77639	5378
06/2007	77631	24864
06/2007	77632	4098
06/2007	77633	1994
06/2007	77635	42
06/2007	77637	32602
06/2007	77639	5744
07/2007	77631	31318
07/2007	77632	2898
07/2007	77633	2874
07/2007	77635	172
07/2007	77637	37182
07/2007	77639	5150
08/2007	77631	25442
08/2007	77632	5726
08/2007	77633	5196
08/2007	77635	188
08/2007	77637	34508
08/2007	77639	4016
09/2007	77631	27472
09/2007	77632	14860
09/2007	77633	7394
09/2007	77635	330
09/2007	77637	35722
09/2007	77639	5320
10/2007	77631	33780
10/2007	77632	4890
10/2007	77633	10606
10/2007	77635	928
10/2007	77637	46386
10/2007	77639	3224
11/2007	77631	35340
11/2007	77632	5118
11/2007	77633	5746
11/2007	77635	196
11/2007	77637	53334
11/2007	77639	2296
12/2007	77631	26868
12/2007	77632	7256
12/2007	77633	7252
12/2007	77635	506
12/2007	77637	39028
12/2007	77639	964
01/2008	77631	46474
01/2008	77632	13240
01/2008	77633	28680
01/2008	77635	814
01/2008	77637	55230
01/2008	77639	4518
02/2008	77631	28628
02/2008	77632	6594
02/2008	77633	19844
02/2008	77635	3766
02/2008	77637	136458
02/2008	77639	1070
03/2008	77631	31186
03/2008	77632	5016
